═══════════════════════════════════════════════════════════════
    LOG DE ALERTAS DE SEGURANÇA - Monitor eBPF
    Iniciado em: 2025-12-14 19:38:27
═══════════════════════════════════════════════════════════════

[2025-12-14 19:38:38.882] [PERIGO] [DEADLOCK_POTENCIAL] DEADLOCK POTENCIAL! Threads vão adquirir recursos em ordem diferente - risco de espera circular | Threads: [Thread-A,Thread-B] | Recursos: [R1,R2]
[2025-12-14 19:38:51.288] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12251ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.294] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12256ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.390] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12353ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.396] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12358ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.461] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:51.492] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12455ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.540] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12502ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.594] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12557ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.641] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12603ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.695] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12658ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.743] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12705ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.796] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12759ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.845] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12807ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.898] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12861ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:51.947] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 12909ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:51.999] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 12962ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.048] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13010ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.101] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13064ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.148] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13110ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.202] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13165ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.249] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13211ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.303] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13266ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.351] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13313ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.405] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13368ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.453] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13415ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.462] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:52.507] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13470ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.556] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13518ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.608] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13571ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.657] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13619ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.710] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13673ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.759] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13721ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.810] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13773ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.861] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13823ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:52.912] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13875ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:52.962] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 13924ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.013] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 13976ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.064] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14026ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.116] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14079ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.166] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14128ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.217] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14180ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.267] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14229ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.319] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14282ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.369] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14331ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.420] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14383ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.463] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:53.472] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14434ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.522] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14485ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.573] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14535ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.623] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14586ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.675] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14637ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.725] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14688ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.777] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14739ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.827] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14790ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.879] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14841ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:53.929] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14892ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:53.979] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 14941ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.030] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 14993ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.081] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15043ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.131] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15094ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.182] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15144ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.276] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15239ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.284] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15246ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.378] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15341ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.388] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15350ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.466] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:54.479] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15442ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.490] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15452ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.582] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15545ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.591] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15553ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.683] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15646ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.692] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15654ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.784] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15747ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.794] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15756ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.886] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15849ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.895] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15857ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:54.989] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 15952ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:54.998] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 15960ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.090] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16053ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.099] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16061ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.193] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16156ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.202] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16164ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.294] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16257ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.302] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16264ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.395] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16358ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.404] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16366ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.468] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:55.496] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16459ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.506] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16468ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.640] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16603ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.640] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16602ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.740] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16703ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.740] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16702ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.843] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16806ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.843] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16805ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:55.945] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 16908ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:55.946] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 16908ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.048] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17010ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.048] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17011ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.152] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17114ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.152] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17115ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.254] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17216ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.255] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17218ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.356] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17318ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.358] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17321ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.458] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17420ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.460] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17423ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.469] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:56.560] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17523ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.560] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17522ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.663] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17625ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.663] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17626ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.765] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17727ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.766] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17729ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.868] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17830ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.868] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17831ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:56.994] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 17956ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:56.996] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 17959ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.097] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18059ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.098] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18061ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.199] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18161ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.201] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18164ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.300] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18262ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.303] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18265ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.403] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18365ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.404] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18367ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.469] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:57.506] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18468ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.506] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18469ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.607] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18569ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.609] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18572ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.708] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18670ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.710] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18673ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.809] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18771ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.812] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18775ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:57.911] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18873ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:57.913] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18876ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.014] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 18976ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.015] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 18978ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.114] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19076ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.116] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19079ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.217] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19180ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.217] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19179ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.338] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19301ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.338] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19300ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.439] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19401ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.439] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19402ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.471] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:38:58.541] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19504ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.541] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19503ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.642] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19605ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:38:58.642] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19604ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.744] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19707ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
